uid,barcode,ddn,location,itype,isbn,publishercode,pages,place,author,title,abstract,notes,seriestitle,copyrightdate,tags
1533,2378,428.076/LIN,Teachers resources - Primary section,BKS,9781107613805,Cambridge university press,144p.,Cambridge,"Linse, Caroline",Cambridge global english : learners book 2,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English as a Second Language, Cambridge International Examinations, Language Learning, Cambridge Global English, Learners Book 2, Curriculum Framework, Language-Rich Course, English Language Course, ESL, International Education"""
1534,2379,428.076/LIN,Teachers resources - Primary section,BKS,9781107613836,Cambridge university press,111p.,Cambridge,"Linse, Caroline",Cambridge global english : activity book 3,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Education"", ""Second Language Acquisition"", ""Learning English"", ""Cambridge International Examinations"", ""Cambridge Global English"", ""Language Course"", ""Educational Activity Book"", ""English Curriculum"", ""Stage-Based Learning"", ""Language-Rich Course"""
1535,238,598.47/ARL,Primary section,BKS,9780276443206,Readers digest association limited,46p.,London,"Arlington, Jane",Penguins,"A captivating series - packed with exciting photographs, fun facts and insights - to teach children about the magic of the animal kingdom",,,2005,"""Children's Books, Non-Fiction, Animal Kingdom, Penguins, Wildlife, Nature Photography, Fun Facts, Environmental Education, Zoology"""
1536,2380,428.076/LIN,Teachers resources - Primary section,BKS,9781107613843,Cambridge university press,144p.,Cambridge,"Linse, Caroline",Cambridge global english : learners book 3,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""Language Learning"", ""English as Second Language"", ""Educational"", ""Cambridge International Examinations"", ""Curriculum Framework"", ""Cambridge Global English"", ""Teaching Guide"", ""Language Course"", ""Stage 3 Learning"""
1537,2381,428.076/BOY,Teachers resources - Primary section,BKS,9781107613614,Cambridge university press,111p.,Cambridge,"Boylan, Jane",Cambridge global english : activity book 4,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Language Learning"", ""Cambridge Curriculum"", ""ESL"", ""International Examinations"", ""Language Course"", ""Activity Book"", ""Educational"", ""Stage 4"", ""Global English"", ""Language-Rich Course"""
1538,2382,428.076/BOY,Teachers resources - Primary section,BKS,9781107613638,Cambridge university press,140p.,Cambridge,"Boylan, Jane",Cambridge global english : learners book 4,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Language Learning"", ""Educational Material"", ""Cambridge Global English"", ""English as a Second Language"", ""Cambridge Curriculum Framework"", ""Language Course"", ""Education"", ""Academic Resources"", ""Language Skills"", ""Teaching Resources"""
1539,2383,428.076/BOY,Teachers resources - Secondary section,BKS,9781107621237,Cambridge university press,111p.,Cambridge,"Boylan, Jane",Cambridge global english : activity book 5,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Language Learning"", ""Cambridge Global English"", ""Cambridge International Examinations"", ""English as a Second Language"", ""Language-rich Course"", ""Education"", ""Activity Book"", ""Curriculum Framework"", ""Study Guide"", ""Language Skills Development"", ""Stage 5"""
1540,2384,428.076/BOY,Teachers resources - Secondary section,BKS,9781107619814,Cambridge university press,141p.,Cambridge,"Boylan, Jane",Cambridge global english : learners book 5,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Language Learning"", ""Cambridge International Examinations"", ""ESL Book"", ""Curriculum Framework"", ""Language Course"", ""Stage 5 Learner"", ""Learning English"", ""Cambridge Global English"", ""Nine-Stage Course"", ""English Curriculum"", ""Secondary Education"", ""International Examinations Framework"""
1541,2385,428.076/BOY,Teachers resources - Secondary section,BKS,9781107626867,Cambridge university press,111p.,Cambridge,"Boylan, Jane",Cambridge global english : activity book 6,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English as a Second Language, Cambridge International Examinations, Educational Activity Book, Language Learning, Curriculum Framework, Global English, Language Course, Cambridge Global English Series, Study Material"""
1542,2386,428.076/BOY,Teachers resources - Secondary section,BKS,9781107621251,Cambridge university press,141p.,Cambridge,"Boylan, Jane",Cambridge global english : learners book 6,"Cambridge Global English is a nine-stage language-rich course for learners of English as a Second Language, following the Cambridge International Examinations curriculum framework.",,Completely cambridge,2014,"""English Language Learning"", ""Second Language Acquisition"", ""ESL"", ""Cambridge International Examinations"", ""Language Education"", ""Study and Teaching"", ""English Education"", ""Curriculum Framework"", ""Cambridge Global English"", ""Educational Resource"""
1543,2387,428.076/BAR,Teachers resources - Secondary section,BKS,9781107643727,Cambridge university press,127p.,Cambridge,"Barker, Chris",Cambridge global english : workbook 7,"Workbook 7 is organised into eighteen thematic units of study based on the Cambridge International English Scheme of Work for Stage 7. The units are carefully structured to reinforce the language learning of the Coursebook, at the same time as extending students' knowledge via a range of exercise types.",,Completely cambridge,2014,"""English Language Learning, Cambridge International, Stage 7 Workbook, Thematic Units, Language Reinforcement, Knowledge Extension, Exercise Types, English Scheme of Work, Cambridge Global English, Student Resource"""
1544,2388,428.076/BAR,Teachers resources - Higher Secondary section,BKS,9781107619425,Cambridge university press,151p.,Cambridge,"Barker, Chris",Cambridge global english : coursebook 8,Cambridge Global English Stages 7-9 follow the Cambridge Lower Secondary English as a Second Language (ESL) Curriculum Framework.,,Completely cambridge,2014,"""English as a Second Language"", ""Cambridge Global English"", ""Lower Secondary"", ""Coursebook"", ""Language Learning"", ""Education"", ""ESL Curriculum"", ""Teaching Resources"", ""Cambridge Lower Secondary"", ""Stage 8"", ""Global English Course"""
1545,2389,428.076/BAR,Teachers resources - Higher Secondary section,BKS,9781107657717,Cambridge university press,128p.,Cambridge,"Barker, Chris",Cambridge global english : workbook 8 for Cambridge secondary 1 english second language,"Workbook 8 is organised into eighteen thematic units of study based on the Cambridge International Examinations English as a Second Language Scheme of Work for Stage 8 The units are carefully structured to reinforce the language learning of the Coursebook, at the same time as extending students' knowledge via a range of exercise types.",,Completely cambridge,2014,"""Cambridge International Examinations,"" ""English as a Second Language,"" ""Workbook 8,"" ""Language Learning,"" ""Coursebook Reinforcement,"" ""Knowledge Extension,"" ""Exercise Types,"" ""Thematic Units,"" ""Cambridge Secondary 1,"" ""Stage 8 Scheme of Work"""
1546,239,599.883/KUE,Primary section,BKS,9780276446191,Reader's Diges,46o.,London,"Kueffner, Susan",Orangutans,,,All about animals,2010,"""Orangutans, Primates, Wildlife, Animal Behavior, Zoology, Biodiversity, Animal Species, Wildlife Conservation, Ecology"""
1547,2390,428.076/BAR,Teachers resources - Higher Secondary section,BKS,9781107689732,Cambridge university press,152p.,Cambridge,"Barker, Chris",Cambridge global english : coursebook 9 for Cambridge secondary 1 english as a second language,Cambridge Global English Stages 7-9 follow the cambridge lower secondary english as a second language (ESL) curriculum framework.,,Completely cambridge,2014,"""Cambridge Global English, English Coursebook, Coursebook 9, Secondary Education, English as a Second Language, ESL, Cambridge Secondary 1, Language Learning, English Language Learners, Language Curriculum Framework, Lower Secondary English"""
1548,2391,428.076/BAR,Teachers resources - Higher Secondary section,BKS,9781107635203,Cambridge university press,128p.,Cambridge,"Barker, Chris",Cambridge global english : workbook 9 for Cambridge secondary 1 english as a second language,"Workbook 9 is organised into eighteen thematic units of study based on the Cambridge International Examinations English as a Second Language Scheme of Work for Stage 8 The units are carefully structured to reinforce the language learning of the Coursebook, at the same time as extending students' knowledge via a range of exercise types.",,Completely cambridge,2014,"""English as a Second Language, Cambridge Global English, Workbook 9, Cambridge Secondary 1, Language Learning, Thematic Units of Study, Extension Exercises, Reinforcing Language Skills, International Examinations, English Workbook, Structured Learning"""
1549,2392,510.076/MOS,Teachers resources - Primary section,BKS,9781107615823,Cambridge university press,78p.,Cambridge,"Moseley, Cherri",Cambridge primary mathematics : learners book 2,This series is endorsed by Cambridge International Examinations and is part of Cambridge Maths.,,Completely cambridge,2014,"""Education, Mathematics, Cambridge International Examinations, Primary School, Learners, Cambridge Maths, Textbook, Curriculum, Self-Learning, Educational Series"""
1550,2393,510.076/LOW,Teachers resources - Secondary section,BKS,9781107638228,Cambridge university press,127p.,Cambridge,"Low, Emma",Cambridge primary mathematics : learners book 5,This series is endorsed by Cambridge International Examinations and is part of Cambridge Maths.,,Completely cambridge,2014,"""Cambridge International Examinations, Cambridge Maths, Primary Education, Mathematics, Learners Book, Educational Material, Mathematics Textbook, Grade 5, Learners Guide, Academic Book, Student Learning"""
1551,2394,510.076/LOW,Teachers resources - Secondary section,BKS,9781107618596,Cambridge university press,129p.,Cambridge,"Low, Emma",Cambridge primary mathematics : learners book 6,This series is endorsed by Cambridge International Examinations and is part of Cambridge Maths.,,Completely cambridge,2014,"""Education, Mathematics, Primary Education, Cambridge International Examinations, Cambridge Maths, Learners Book, Maths Textbook, Study Guide, Learning Resource, Age 6-7, Maths Curriculum, International Education, School Books, Educational Series"""
1552,2395,428.076/BUR,Teachers resources - Secondary section,BKS,9781107628663,Cambridge university press,176p.,Cambridge,"Burt, Sally",Cambridge primary english : learners book 6,"Cambridge primary english is a flexible, endorsed course written specifically to support cambridge international examinations curriculum framework (Stages 1-6).",,Completely cambridge,2015,"""Cambridge International Examinations, Curriculum Support, English Learning, Primary Education, Endorsed Course, Language Skills, Stage 1-6 Education, Learners Book, Education Resource"""
1553,2396,004/MIT,Teachers resources - Primary section,BKS,9789384626167,Book magic,104p.,Delhi,"Mittal, Asheesh",Cyber magic 3 : gateway to a smart future,The focus of the book at the primary level is on developing basic concepts and skills required to operate a computer.,,,2019,"""Cyber Magic"", ""Smart Future"", ""Children's Fiction"", ""Educational"", ""Computer Skills"", ""Basic Concepts"", ""Skill Development"", ""Technology"", ""Computing"", ""Children's Educational Books"""
